,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
271,Ginir,92,ET,1551768170,50,7.14,40.71,71.69,1.95
272,Araouane,0,ML,1551768170,39,18.9,-3.53,50.23,4.29
273,Dhidhdhoo,0,MV,1551768171,99,6.88,73.1,83.66,6.2
274,Saquarema,75,BR,1551765600,88,-22.93,-42.51,77.0,3.36
275,Noamundi,0,IN,1551768171,81,22.16,85.52,77.14,4.29
276,Palestina,90,EC,1551767459,88,-1.63,-79.98,78.8,4.7
277,Padang,75,ID,1551765600,83,-0.92,100.36,78.8,9.17
278,Nantucket,1,US,1551768138,35,41.28,-70.1,27.0,9.17
279,North Bend,1,US,1551768030,92,43.41,-124.22,36.0,4.41
280,Barao de Melgaco,0,BR,1551765600,74,-16.19,-55.97,84.2,8.05
281,Samarai,8,PG,1551768173,100,-10.62,150.67,82.13,6.64
282,Raudeberg,0,NO,1551768003,80,61.99,5.14,34.0,6.93
283,Sabang,44,PH,1551768174,84,13.72,123.58,80.69,9.44
284,Japura,8,ID,1551768174,73,-0.42,102.29,86.0,1.39
285,Pisco,0,PE,1551765600,83,-13.71,-76.2,71.6,9.17
286,Kruisfontein,0,ZA,1551768175,85,-34.0,24.73,62.56,3.96
287,Mangai,68,CD,1551768175,94,-4.07,19.59,73.81,2.95
288,Abha,0,SA,1551765600,37,18.22,42.5,68.0,16.11
289,Naze,48,NG,1551768176,94,5.43,7.07,72.41,2.73
290,Mirnyy,92,RU,1551768176,94,56.57,36.46,38.53,15.14
291,Buritis,88,BR,1551768177,94,-15.62,-46.42,66.65,3.51
292,Luwuk,12,ID,1551768177,67,-0.95,122.79,89.11,3.18
293,Riyadh,0,SA,1551765600,25,24.63,46.72,62.6,11.41
294,Saint-Ambroise,75,FR,1551768125,87,47.25,-0.65,46.0,10.29
295,Mena,64,UA,1551768178,90,51.52,32.22,37.13,14.7
296,Sandnessjoen,0,NO,1551768012,52,66.02,12.63,21.2,17.22
297,Sitka,20,US,1551767466,83,37.17,-99.65,7.0,1.99
298,Chicama,75,PE,1551765600,88,-7.84,-79.15,73.4,5.82
299,Axim,32,GH,1551768179,97,4.87,-2.24,82.94,11.79
300,Tanete,8,ID,1551768179,91,-3.94,119.78,85.1,3.29
301,Te Anau,44,NZ,1551768179,61,-45.41,167.72,68.18,13.02
302,Iranshahr,0,IR,1551765600,55,27.21,60.69,64.4,9.17
303,Dawson Creek,1,CA,1551765600,70,55.76,-120.23,12.2,4.7
304,Kavaratti,0,IN,1551768180,100,10.57,72.64,81.64,9.55
305,Bridlington,8,GB,1551768124,93,54.08,-0.19,37.99,8.05
306,Vanimo,36,PG,1551768182,98,-2.67,141.3,83.39,14.81
307,Temerloh,0,MY,1551768182,41,3.45,102.42,95.36,1.05
308,Maldonado,40,UY,1551765600,93,-34.91,-54.96,66.2,11.34
309,Jalu,0,LY,1551768086,88,29.03,21.55,46.36,3.18
310,Ambovombe,92,MG,1551768183,95,-25.18,46.09,78.49,6.64
311,Cabo San Lucas,5,MX,1551767757,55,22.89,-109.91,69.01,4.7
312,Dunedin,48,NZ,1551767669,50,-45.87,170.5,73.99,4.0
313,Lorengau,68,PG,1551767686,100,-2.02,147.27,79.34,6.64
314,Vao,80,EE,1551768184,94,59.1,26.19,36.68,11.45
315,Bahir Dar,12,ET,1551768184,49,11.59,37.39,67.64,4.41
316,Marinette,90,US,1551768023,71,45.1,-87.63,3.99,9.17
317,Brownwood,75,US,1551767794,85,31.71,-98.99,21.2,6.64
318,Moron,80,VE,1551768185,94,10.49,-68.2,68.81,2.95
319,Luena,80,AO,1551768185,95,-11.78,19.91,63.95,5.53
320,Peleduy,44,RU,1551768186,60,59.63,112.75,22.78,3.62
321,Huatulco,0,MX,1551767449,85,15.84,-96.33,75.0,4.85
322,Chivay,80,PE,1551768065,90,-15.64,-71.6,32.14,2.06
323,Sinegorye,64,RU,1551768186,66,62.09,150.53,-3.28,2.73
324,Yarim,8,YE,1551768187,62,14.3,44.38,64.13,3.51
325,Hudiksvall,76,SE,1551768187,100,61.73,17.1,24.58,21.07
326,Poso,24,ID,1551768187,100,-1.4,120.75,83.12,4.52
327,Fort Portal,0,UG,1551768188,82,0.66,30.28,68.72,3.18
328,Richards Bay,76,ZA,1551768188,92,-28.77,32.06,72.73,13.35
329,Madang,68,PG,1551768188,89,-5.21,145.81,82.18,2.62
330,San Marcos,5,GT,1551767480,88,14.97,-91.79,71.6,1.95
331,Balaipungut,24,ID,1551768189,82,1.11,101.31,86.23,4.07
332,Nalobikha,24,RU,1551768190,90,53.2,84.6,24.17,18.5
333,Verkh-Usugli,0,RU,1551768190,57,52.7,115.17,23.9,3.51
334,Deputatskiy,44,RU,1551768190,72,69.3,139.9,-7.65,2.84
335,Katsuura,75,JP,1551765600,22,33.93,134.5,59.0,10.29
336,San Juan del Cesar,80,CO,1551768191,76,10.77,-73.01,69.62,2.73
337,Walcz,88,PL,1551767900,80,53.28,16.47,42.01,8.99
338,Vila Franca do Campo,40,PT,1551768158,87,37.72,-25.43,57.2,36.91
339,Tessalit,0,ML,1551768191,40,20.2,1.01,45.5,2.73
340,Senanga,20,ZM,1551768192,53,-16.1,23.3,76.55,5.41
341,Quatre Cocos,40,MU,1551767946,66,-20.21,57.76,87.01,5.82
342,Porto Novo,0,BR,1551765600,100,-23.68,-45.44,69.8,3.36
343,Nyurba,64,RU,1551768193,69,63.29,118.35,20.12,8.66
344,Zyryanka,76,RU,1551768193,54,65.73,150.89,-0.13,6.42
345,Sisimiut,8,GL,1551768194,66,66.94,-53.67,-1.3,4.85
346,Harper,90,US,1551768141,58,30.3,-99.24,28.99,5.82
347,Peniche,40,PT,1551768038,100,39.36,-9.38,57.2,2.24
348,Leningradskiy,36,RU,1551768194,98,69.38,178.42,10.63,6.64
349,Kantabanji,0,IN,1551768195,59,20.47,82.92,88.21,6.64
350,Trincomalee,12,LK,1551768195,67,8.58,81.23,90.41,1.72
351,Pucallpa,75,PE,1551765600,94,-8.38,-74.54,75.2,2.24
352,Moose Factory,90,CA,1551766200,83,51.26,-80.61,-7.61,2.24
353,Dingle,32,PH,1551768196,60,11.0,122.67,85.64,14.7
354,Longyearbyen,40,NO,1551766800,64,78.22,15.63,-4.01,9.17
355,Bolobo,92,CD,1551768197,99,-2.17,16.23,74.93,3.18
356,Puerto Colombia,0,CO,1551765600,88,10.99,-74.96,77.0,11.41
357,Tumut,36,AU,1551768197,64,-35.3,148.22,75.65,4.41
358,Sulphur Springs,1,US,1551768022,53,33.14,-95.6,26.6,9.17
359,Langham,40,CA,1551767931,71,52.36,-106.96,12.99,12.75
360,Shache,32,CN,1551768198,42,38.42,77.24,51.04,4.74
361,Camacha,40,PT,1551765600,82,33.08,-16.33,62.6,6.93
362,Sukumo,0,JP,1551768199,61,32.94,132.72,57.88,5.19
363,San Juan,40,PH,1551768188,52,14.6,121.03,89.6,13.87
364,Ahipara,0,NZ,1551768200,70,-35.17,173.16,69.49,9.44
365,Belyy Yar,0,RU,1551765600,60,53.6,91.39,39.2,2.24
366,Anloga,0,GH,1551768201,92,5.79,0.9,76.51,4.18
367,Borba,92,PT,1551765600,87,38.81,-7.46,51.8,1.12
368,Tarare,0,FR,1551768174,81,45.89,4.44,44.6,6.93
369,Sorong,8,ID,1551768202,100,-0.86,131.25,81.64,6.2
370,Warrnambool,64,AU,1551768128,71,-38.38,142.48,69.01,1.01
371,Pachino,20,IT,1551768026,93,36.72,15.09,48.99,6.93
372,Takoradi,12,GH,1551768203,100,4.89,-1.75,81.41,8.1
373,Novoagansk,76,RU,1551768203,75,61.94,76.66,23.09,7.43
374,Ryotsu,20,JP,1551765600,57,38.08,138.43,50.0,6.93
375,Hobyo,92,SO,1551768203,80,5.35,48.53,79.84,15.93
376,Nemuro,75,JP,1551765600,47,43.32,145.57,35.6,4.7
377,Uzunovo,0,BG,1551765600,93,41.84,25.1,35.6,3.36
378,Swan Hill,0,AU,1551768204,76,-35.34,143.56,77.18,11.56
379,Riohacha,12,CO,1551768205,87,11.54,-72.91,77.72,15.03
380,Saint-Georges,68,CA,1551767658,77,46.12,-70.67,15.01,7.0
381,Storm Lake,1,US,1551768004,77,42.64,-95.21,7.0,8.05
382,Abrau-Dyurso,20,RU,1551765600,75,44.7,37.6,46.4,26.84
383,Mercedes,20,UY,1551768206,97,-33.25,-58.03,66.74,2.84
384,Herat,40,AF,1551765300,50,34.35,62.22,51.8,11.41
385,Lazaro Cardenas,56,MX,1551768012,36,28.39,-105.62,57.99,5.97
386,Yabassi,92,CM,1551768207,95,4.46,9.97,74.26,3.96
387,Aosta,8,IT,1551768121,31,45.74,7.32,48.2,12.75
388,Taicheng,20,CN,1551768024,86,22.25,112.8,75.99,11.01
389,Nabire,68,ID,1551768208,85,-3.36,135.5,76.91,2.17
390,Itoman,75,JP,1551768191,49,26.12,127.67,73.4,12.75
391,Tucurui,92,BR,1551768144,100,-3.77,-49.67,72.05,2.51
392,Tarakan,40,ID,1551765600,55,3.3,117.63,91.4,5.82
393,Kamenka,92,RU,1551767955,91,53.19,44.05,33.01,13.8
394,Vuktyl,0,RU,1551768209,60,63.86,57.31,0.86,4.97
395,Gat,20,SN,1551765600,72,14.69,-16.54,60.8,14.99
396,Shenjiamen,92,CN,1551768210,94,29.96,122.3,52.48,11.34
397,Port Hedland,0,AU,1551765600,45,-20.31,118.58,100.4,17.22
398,Nanortalik,0,GL,1551768210,98,60.14,-45.24,24.8,8.55
399,East Stroudsburg,1,US,1551768059,48,41.0,-75.18,24.8,3.36
400,Ugoofaaru,0,MV,1551768211,97,5.67,73.0,83.98,6.87
401,Nikolayevsk-na-amure,32,RU,1551768211,58,53.14,140.72,17.6,11.68
402,Kinshasa,92,CD,1551768212,100,-4.32,15.31,68.81,3.62
403,Pangkalanbuun,44,ID,1551767938,88,-2.68,111.62,84.38,5.64
404,Bam,0,IR,1551768212,32,29.11,58.36,61.25,3.4
405,Zhob,0,PK,1551768212,100,31.34,69.45,47.84,3.74
406,Vitim,44,RU,1551768213,60,59.44,112.57,22.78,3.62
407,Bella Union,92,CO,1551768213,91,8.5,-73.35,67.73,2.17
408,Middelburg,0,ZA,1551768213,89,-25.77,29.46,66.74,5.08
409,Hasaki,20,JP,1551767675,54,35.73,140.83,60.01,4.7
410,Faanui,64,PF,1551768214,100,-16.48,-151.75,83.44,8.43
411,Alofi,92,NU,1551765600,78,-19.06,-169.92,78.8,10.29
412,Rocky Mountain House,0,CA,1551768214,47,52.38,-114.92,-4.81,4.29
413,Derzhavinsk,80,KZ,1551768215,91,51.1,66.31,25.52,18.28
414,Diu,0,IN,1551768215,33,20.71,70.98,82.63,8.43
415,Atar,0,MR,1551768215,50,20.52,-13.05,48.83,4.41
416,Charagua,68,BO,1551768216,81,-19.79,-63.2,76.19,15.03
417,Kigoma,88,TZ,1551768216,100,-4.88,29.64,68.86,1.5
418,Teknaf,80,BD,1551768216,64,20.86,92.31,81.23,2.95
419,Krasnogorskoye,44,RU,1551768216,83,57.7,52.5,12.38,4.63
420,Alugan,92,PH,1551768217,92,12.22,125.48,79.16,14.81
421,Mount Isa,40,AU,1551765600,23,-20.73,139.49,93.2,10.29
422,Klaksvik,80,FO,1551766800,69,62.23,-6.59,39.2,12.75
423,Mount Gambier,75,AU,1551765600,64,-37.83,140.78,69.8,19.46
424,Rawson,0,AR,1551768218,35,-43.3,-65.11,57.83,12.91
425,Batagay-Alyta,36,RU,1551768218,82,67.8,130.41,-0.9,4.18
426,Rheinau,90,DE,1551768208,81,48.87,8.19,46.99,21.92
427,Prudentopolis,64,BR,1551768021,93,-25.21,-50.98,67.46,2.62
428,Memari,75,IN,1551765600,78,23.17,88.11,80.6,6.93
429,Fenoarivo Atsinanana,75,MG,1551765600,74,-17.38,49.41,84.2,4.7
430,Meihekou,80,CN,1551768220,67,42.54,125.69,48.34,5.41
431,Mossendjo,92,CG,1551768220,94,-2.95,12.72,72.64,1.61
432,Eureka,1,US,1551768034,93,40.8,-124.16,44.01,3.36
433,Belmonte,88,PT,1551767427,93,40.36,-7.35,44.01,1.01
434,Zalantun,76,CN,1551768221,40,48.0,122.72,32.86,8.88
435,Luderitz,0,NA,1551768221,80,-26.65,15.16,63.05,16.82
436,Lovozero,48,RU,1551768221,79,68.01,35.02,2.75,7.09
437,San Andres,0,PH,1551768222,93,13.32,122.68,81.86,10.78
438,Matay,20,EG,1551768222,51,28.42,30.79,56.08,8.21
439,Fereydun Kenar,75,IR,1551765600,93,36.69,52.52,50.0,4.7
440,Opochka,92,RU,1551768222,94,56.71,28.66,41.14,14.47
441,Suihua,88,CN,1551768223,51,46.64,126.99,43.88,5.41
442,Letka,90,BA,1551765600,66,43.74,17.27,48.2,2.24
443,Fortuna,0,ES,1551768218,81,38.18,-1.13,59.0,8.05
444,Henties Bay,44,NA,1551765725,90,-22.12,14.28,66.0,5.99
445,Manokwari,24,ID,1551768224,100,-0.87,134.08,81.19,10.11
446,La Orilla,0,MX,1551768224,100,18.0,-102.23,68.14,1.83
447,Ajaccio,0,FR,1551767400,81,41.93,8.74,60.8,4.7
448,Sakaraha,0,MG,1551768225,72,-22.91,44.53,80.83,2.39
449,Griffith,75,AU,1551766200,38,-34.29,146.06,87.8,11.41
450,Omsukchan,80,RU,1551768226,62,62.53,155.8,-1.53,4.74
451,Inuvik,5,CA,1551765600,85,68.36,-133.71,17.6,10.29
452,Smithers,1,CA,1551765600,71,54.78,-127.17,8.6,2.24
453,Karakulino,76,RU,1551768227,87,56.01,53.71,20.71,6.2
454,Savonlinna,75,FI,1551768006,92,61.87,28.88,21.0,5.82
455,Sile,90,US,1551768225,55,35.56,-106.37,46.4,3.74
456,Fort Frances,20,CA,1551767437,84,48.61,-93.4,1.99,9.17
457,Whitehorse,5,CA,1551766967,70,60.72,-135.06,-2.01,2.24
458,Standerton,68,ZA,1551767498,96,-26.94,29.24,64.99,1.99
459,Avera,90,US,1551767898,86,33.19,-82.53,44.6,5.82
460,Zhuanghe,92,CN,1551768118,99,39.7,122.97,39.0,2.51
461,Concordia,76,AR,1551767813,98,-31.4,-58.02,68.0,13.24
462,Nhamunda,12,BR,1551768229,76,-2.19,-56.71,79.48,4.97
463,Shahr-e Babak,0,IR,1551768230,34,30.12,55.12,45.28,7.99
464,Mizan Teferi,64,ET,1551768230,75,6.99,35.58,69.35,2.73
465,Gigmoto,0,PH,1551768230,91,13.78,124.39,81.19,11.23
466,Viedma,0,AR,1551768230,79,-40.81,-62.99,49.46,2.62
467,Sibu,75,MY,1551765600,66,2.29,111.83,89.6,5.82
468,Taguatinga,75,BR,1551765600,94,-15.83,-48.06,68.0,4.7
469,Blue Springs,1,US,1551768207,56,39.02,-94.28,12.2,6.93
470,Soyo,40,AO,1551765600,94,-6.13,12.37,77.0,1.16
471,Tucupita,8,VE,1551768232,73,9.06,-62.05,76.37,8.1
472,Kailua,75,US,1551768189,88,21.39,-157.74,71.6,17.22
473,Petropavlovsk-Kamchatskiy,0,RU,1551765600,41,53.05,158.65,23.0,4.47
474,Tiznit,0,MA,1551768233,91,29.7,-9.73,49.82,2.73
475,Jieshi,92,CN,1551768233,100,22.82,115.83,68.59,8.77
476,Aklavik,5,CA,1551765600,85,68.22,-135.01,17.6,10.29
477,Airai,48,TL,1551768234,87,-8.93,125.41,77.59,1.28
478,Hohhot,0,CN,1551765600,13,40.81,111.65,46.4,17.9
479,Hun,75,BE,1551768226,86,50.34,4.87,39.99,16.11
480,Tautira,40,PF,1551768187,74,-17.73,-149.15,82.4,3.36
481,Abu Dhabi,0,AE,1551765600,49,24.47,54.37,69.8,9.17
482,Inirida,44,CO,1551768235,85,3.87,-67.92,76.33,2.39
483,Cartagena,0,ES,1551768165,81,37.63,-1.0,55.0,5.82
484,Wichita,1,US,1551767972,66,37.69,-97.34,12.0,6.93
485,Winnemucca,1,US,1551767486,80,40.97,-117.74,35.6,9.17
486,Pacific Grove,1,US,1551768228,76,36.62,-121.92,53.01,4.7
487,Maunabo,1,PR,1551768059,78,18.01,-65.9,75.2,9.17
488,Praia da Vitoria,40,PT,1551766655,87,38.73,-27.07,57.0,42.77
489,Staritsa,92,RU,1551768237,94,56.51,34.93,40.78,16.26
490,Strelka,48,RU,1551768238,85,58.08,93.03,34.97,6.64
491,Aksu,75,KZ,1551765600,73,52.04,76.93,19.4,15.66
492,Kurchum,64,KZ,1551768238,100,48.57,83.65,31.55,4.07
493,Surt,0,LY,1551768239,100,31.21,16.59,47.26,3.96
494,Dinguiraye,0,GN,1551768239,54,11.29,-10.71,57.92,3.85
495,Ratangarh,0,IN,1551768239,59,28.07,74.62,67.91,4.74
496,Skibbereen,40,IE,1551765600,86,51.55,-9.27,39.2,10.29
497,Ishigaki,75,JP,1551765600,60,24.34,124.16,73.4,14.99
498,Leh,48,IN,1551768240,81,34.16,77.58,-5.35,1.39
499,Ust-Katav,64,RU,1551768240,70,54.94,58.17,20.3,5.41
500,Alvdal,0,NO,1551766800,84,62.11,10.63,5.0,3.36
501,Marathon,44,CA,1551768241,96,48.72,-86.38,1.67,5.97
502,Huaicheng,92,CN,1551768241,100,23.91,112.19,67.64,5.75
503,Tual,56,ID,1551768242,100,-5.67,132.75,82.99,7.54
504,Srednekolymsk,88,RU,1551768242,57,67.46,153.71,-6.16,4.18
505,Puerto Madryn,0,AR,1551768243,68,-42.77,-65.04,62.24,17.05
506,Urupes,0,BR,1551765600,88,-21.2,-49.29,69.8,11.41
507,Sobolevo,92,RU,1551768243,93,54.43,31.9,38.57,14.81
508,Daru,12,SL,1551768243,93,7.99,-10.85,68.63,2.73
509,Saint Anthony,1,US,1551767899,85,43.97,-111.68,19.4,5.82
510,Kilindoni,0,TZ,1551768244,99,-7.91,39.67,85.06,11.45
511,Mantua,75,IT,1551768244,93,45.16,10.79,46.99,4.7
512,Normandin,44,CA,1551768245,74,48.84,-72.53,2.3,4.63
513,Ixtapa,5,MX,1551768021,100,20.71,-105.21,72.0,2.24
514,Homer,90,US,1551767861,74,59.64,-151.54,33.8,9.17
515,Shahpur,0,IN,1551768246,53,22.19,77.91,77.59,4.41
516,Ngaoundere,0,CM,1551765600,88,7.32,13.58,62.6,4.85
517,Egvekinot,68,RU,1551768247,87,66.32,-179.17,25.7,5.75
518,Lagoa,75,PT,1551768156,100,37.14,-8.45,59.0,4.7
519,Laguna,36,MX,1551768248,58,27.52,-110.01,64.04,0.94
520,Jinchang,32,CN,1551768248,95,38.52,102.19,33.8,5.64
521,Maragogi,76,BR,1551768248,97,-9.01,-35.22,77.09,3.62
522,Guerrero Negro,20,MX,1551768248,97,27.97,-114.04,55.63,7.43
523,Pula,90,EC,1551767459,88,-1.95,-79.93,78.8,4.7
524,Cubuk,0,TR,1551765000,77,40.24,33.03,35.6,2.24
525,Poum,20,MK,1551768249,79,41.28,20.71,20.48,1.83
526,Yeppoon,90,AU,1551765600,51,-23.13,150.74,86.0,11.41
527,Verkhoyansk,12,RU,1551768250,63,67.55,133.39,-8.86,3.74
528,Tutoia,76,BR,1551768250,100,-2.76,-42.27,72.19,5.64
529,Margate,75,AU,1551768194,60,-43.03,147.26,72.0,9.17
530,Puerto Escondido,0,MX,1551768251,100,15.86,-97.07,81.68,7.09
531,Sing Buri,0,TH,1551768221,38,14.89,100.4,98.01,9.78
532,Liuzhou,92,CN,1551768252,100,24.32,109.41,66.11,4.18
533,Antalaha,56,MG,1551768252,100,-14.9,50.28,79.43,2.95
534,Mahanoro,44,MG,1551768252,83,-19.9,48.8,80.96,3.74
535,Almaznyy,40,RU,1551765600,86,48.03,40.04,41.0,20.13
536,Champerico,32,MX,1551768253,73,16.38,-93.6,72.91,4.18
537,Cabedelo,40,BR,1551765600,100,-6.97,-34.84,75.2,4.7
538,Letlhakane,0,BW,1551768254,58,-21.42,25.59,76.06,10.0
539,Hongjiang,92,CN,1551768254,97,27.21,109.83,51.89,4.63
540,Ranot,0,TH,1551768254,60,7.78,100.32,87.71,9.1
541,Ndjole,32,GA,1551768254,92,-0.18,10.76,72.28,1.16
542,Port Hardy,5,CA,1551765600,85,50.7,-127.42,24.8,4.7
543,Rio Verde de Mato Grosso,20,BR,1551768255,84,-18.92,-54.84,73.36,5.08
